Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175906.119721&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,43.83532499998921,43.83532499998921,43.83532499998921,43.83532499998921,77.0,0.0050082767057978,0.0,44,44,44,44,44,44,44,44,44,44,44
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175906.79885&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,66.71635799999365,66.71635799999365,66.71635799999365,66.71635799999365,77.0,0.0050082767057978,0.0,67,67,67,67,67,67,67,67,67,67,67
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175908.287789&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,180.73697400001265,180.73697400001265,180.73697400001265,180.73697400001265,77.0,0.0050082767057978,0.0,180,180,180,180,180,180,180,180,180,180,180
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175911.9054852&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,38.679078000001255,38.679078000001255,38.679078000001255,38.679078000001255,77.0,0.0050082767057978,0.0,39,39,39,39,39,39,39,39,39,39,39
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175913.1929028&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,84.07062099999507,84.07062099999507,84.07062099999507,84.07062099999507,77.0,0.0050082767057978,0.0,84,84,84,84,84,84,84,84,84,84,84
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175913.963834&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,36.14005200000747,36.14005200000747,36.14005200000747,36.14005200000747,77.0,0.0050082767057978,0.0,36,36,36,36,36,36,36,36,36,36,36
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175916.8311749&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,39.516568000010466,39.516568000010466,39.516568000010466,39.516568000010466,77.0,0.0050082767057978,0.0,40,40,40,40,40,40,40,40,40,40,40
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175920.15552&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,104.34494300000097,104.34494300000097,104.34494300000097,104.34494300000097,77.0,0.0050082767057978,0.0,100,100,100,100,100,100,100,100,100,100,100
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175922.840818&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,202.68031800000585,202.68031800000585,202.68031800000585,202.68031800000585,77.0,0.0050082767057978,0.0,200,200,200,200,200,200,200,200,200,200,200
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175925.272861&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,125.93787999998085,125.93787999998085,125.93787999998085,125.93787999998085,77.0,0.0050082767057978,0.0,130,130,130,130,130,130,130,130,130,130,130
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175926.575285&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,263.7784169999975,263.7784169999975,263.7784169999975,263.7784169999975,77.0,0.0050082767057978,0.0,260,260,260,260,260,260,260,260,260,260,260
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175929.6701481&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,131.65457799999558,131.65457799999558,131.65457799999558,131.65457799999558,77.0,0.0050082767057978,0.0,130,130,130,130,130,130,130,130,130,130,130
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175931.840595&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,34.528084000015724,34.528084000015724,34.528084000015724,34.528084000015724,77.0,0.0050082767057978,0.0,35,35,35,35,35,35,35,35,35,35,35
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175933.176834&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,105.5259460000002,105.5259460000002,105.5259460000002,105.5259460000002,77.0,0.0050082767057978,0.0,110,110,110,110,110,110,110,110,110,110,110
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175933.276406&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,86.19333599997958,86.19333599997958,86.19333599997958,86.19333599997958,77.0,0.0050082767057978,0.0,86,86,86,86,86,86,86,86,86,86,86
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175934.298283&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,45.93871599999488,45.93871599999488,45.93871599999488,45.93871599999488,77.0,0.0050082767057978,0.0,46,46,46,46,46,46,46,46,46,46,46
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175936.2979488&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,43.25706099999138,43.25706099999138,43.25706099999138,43.25706099999138,77.0,0.0050082767057978,0.0,43,43,43,43,43,43,43,43,43,43,43
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175937.8234408&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,35.01658000001839,35.01658000001839,35.01658000001839,35.01658000001839,77.0,0.0050082767057978,0.0,35,35,35,35,35,35,35,35,35,35,35
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175941.202015&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,771.3032540000029,771.3032540000029,771.3032540000029,771.3032540000029,77.0,0.0050082767057978,0.0,770,770,770,770,770,770,770,770,770,770,770
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175943.5157912&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,106.23396799999796,106.23396799999796,106.23396799999796,106.23396799999796,77.0,0.0050082767057978,0.0,110,110,110,110,110,110,110,110,110,110,110
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175950.611263&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,79.70332599998642,79.70332599998642,79.70332599998642,79.70332599998642,77.0,0.0050082767057978,0.0,80,80,80,80,80,80,80,80,80,80,80
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175950.994716&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,70.50108499998942,70.50108499998942,70.50108499998942,70.50108499998942,77.0,0.0050082767057978,0.0,71,71,71,71,71,71,71,71,71,71,71
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175951.52704&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,160.77020299999845,160.77020299999845,160.77020299999845,160.77020299999845,77.0,0.0050082767057978,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175951.609214&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,77.85626300000104,77.85626300000104,77.85626300000104,77.85626300000104,77.0,0.0050082767057978,0.0,78,78,78,78,78,78,78,78,78,78,78
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175952.356399&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,44.59027600000809,44.59027600000809,44.59027600000809,44.59027600000809,77.0,0.0050082767057978,0.0,45,45,45,45,45,45,45,45,45,45,45
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175952.635948&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,101.82337200001257,101.82337200001257,101.82337200001257,101.82337200001257,77.0,0.0050082767057978,0.0,100,100,100,100,100,100,100,100,100,100,100
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175955.4818408&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,125.26461100000574,125.26461100000574,125.26461100000574,125.26461100000574,77.0,0.0050082767057978,0.0,130,130,130,130,130,130,130,130,130,130,130
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175959.1222222&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,74.82252099998732,74.82252099998732,74.82252099998732,74.82252099998732,77.0,0.0050082767057978,0.0,75,75,75,75,75,75,75,75,75,75,75
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175960.0016158&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,110.29805300000817,110.29805300000817,110.29805300000817,110.29805300000817,77.0,0.0050082767057978,0.0,110,110,110,110,110,110,110,110,110,110,110
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175961.134969&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,151.17970299999683,151.17970299999683,151.17970299999683,151.17970299999683,77.0,0.0050082767057978,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175961.574944&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,74.7329809999826,74.7329809999826,74.7329809999826,74.7329809999826,77.0,0.0050082767057978,0.0,75,75,75,75,75,75,75,75,75,75,75
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175961.6455&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,33.50603300000898,33.50603300000898,33.50603300000898,33.50603300000898,77.0,0.0050082767057978,0.0,34,34,34,34,34,34,34,34,34,34,34
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175964.322763&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,90.63695899999402,90.63695899999402,90.63695899999402,90.63695899999402,77.0,0.0050082767057978,0.0,91,91,91,91,91,91,91,91,91,91,91
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175967.005026&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,55.50094900002023,55.50094900002023,55.50094900002023,55.50094900002023,77.0,0.0050082767057978,0.0,56,56,56,56,56,56,56,56,56,56,56
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175968.629489&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,82.70246099999667,82.70246099999667,82.70246099999667,82.70246099999667,77.0,0.0050082767057978,0.0,83,83,83,83,83,83,83,83,83,83,83
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175969.392237&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,68.54404700001737,68.54404700001737,68.54404700001737,68.54404700001737,77.0,0.0050082767057978,0.0,69,69,69,69,69,69,69,69,69,69,69
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175971.088007&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,63.352209999976594,63.352209999976594,63.352209999976594,63.352209999976594,77.0,0.0050082767057978,0.0,63,63,63,63,63,63,63,63,63,63,63
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175976.619522&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,77.62005099999669,77.62005099999669,77.62005099999669,77.62005099999669,77.0,0.0050082767057978,0.0,78,78,78,78,78,78,78,78,78,78,78
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175977.514627&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,33.727942000012945,33.727942000012945,33.727942000012945,33.727942000012945,77.0,0.0050082767057978,0.0,34,34,34,34,34,34,34,34,34,34,34
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175979.034728&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,124.42799999999465,124.42799999999465,124.42799999999465,124.42799999999465,77.0,0.0050082767057978,0.0,120,120,120,120,120,120,120,120,120,120,120
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175979.053717&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,106.01132299998994,106.01132299998994,106.01132299998994,106.01132299998994,77.0,0.0050082767057978,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/api.php?__call=podcast.getAll&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&network_subtype=WIFI&network_operator=jio&tz=asia/kolkata&dolby_support=true&is_jio_user=false&api_version=4,138,0,270.0,454.9697865797109,163.62938900002177,2584.0024540000004,251916.0,0.6911421854000965,0.0,270,390,540,620,840,1300,2400,2600,2600,2600,2600
GET,/api.php?__call=products.listv2&auto_renewal=1&product_name=free&vendor=&status=free&country_code=IND&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&network_subtype=WIFI&network_operator=jio&tz=asia/kolkata&dolby_support=true&is_jio_user=false&api_version=4,132,0,90,184.98615176515221,46.31838899999963,3529.258682000005,2492.0,0.6610925251653097,0.0,91,100,110,110,400,620,2200,2500,3500,3500,3500
GET,/api.php?__call=show.getHomePage&season_number=3&show_id=71214&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4&season_number=3&show_id=71214,138,0,150.0,366.38667336232004,85.59886099999758,3724.218953999994,36230.0,0.6911421854000965,0.0,150,200,290,510,730,2000,2300,2400,3700,3700,3700
GET,/api.php?__call=show.getHomePage&show_id=394604&season_number=1&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4&season_number=1&show_id=394604,138,0,110.0,168.88584244202934,55.561202000006915,1199.3897509999983,28809.0,0.6911421854000965,0.0,110,130,150,180,440,600,680,800,1200,1200,1200
POST,/api.php?__call=user.login&api_version=4&_format=json&_marker=0&ctx=iphoneapp,10,0,450.0,452.08948810000004,438.635879,461.9165750000001,87.0,0.050082767057978005,0.0,450,460,460,460,460,460,460,460,460,460,460
GET,/api.php?__call=webradio.createTagStation&language=hindi&tags=%7B%22topics%22:%5B%22hindicluster_6264%22%5D%7D&explicit=1&type=genre&mode=discover&t=712862161.954570&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&network_subtype=WIFI&network_operator=jio&tz=asia/kolkata&dolby_support=true&is_jio_user=false&api_version=4,138,0,92,211.52724851449184,36.17815000000135,3837.1696110000075,73.0,0.6911421854000965,0.0,93,110,120,140,290,700,2400,3700,3800,3800,3800
GET,"/api.php?__call=webradio.getSong&k=20&stationid=8HgouMHQsWbA,w97p-EFlmLcTdG18b5HSmfC2t4ce9IPXSdEsbupVQ__&type=scratch&t=712862162.709143&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4&k=20&stationid=8HgouMHQsWbA%2Cw97p-EFlmLcTdG18b5HSmfC2t4ce9IPXSdEsbupVQ__&t=712862162.709143&type=scratch",138,0,370.0,493.2872607971013,170.4000909999994,2414.482761000002,49792.94927536232,0.6911421854000965,0.0,370,510,570,620,810,1400,2000,2400,2400,2400,2400
GET,"/api.php?__call=webradio.getSong&type=scratch&next=1&t=712862164.279300&songid=gTOlL2wh&stationid=8HgouMHQsWbA,w97p-EFlmLcTdG18b5HSmfC2t4ce9IPXSdEsbupVQ__&playtime=288&progress=0&k=1&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4&k=1&next=1&playtime=288&progress=0&songid=gTOlL2wh&stationid=8HgouMHQsWbA%2Cw97p-EFlmLcTdG18b5HSmfC2t4ce9IPXSdEsbupVQ__&t=712862164.279300&type=scratch",138,0,130.0,261.85077837681195,52.21492400000116,3798.7501500000035,2597.927536231884,0.6911421854000965,0.0,130,170,200,210,380,630,2500,3700,3800,3800,3800
,Aggregated,1770,0,110.0,253.13360132090398,29.785934999999597,3837.1696110000075,57132.88079096045,8.864649769262106,0.0,110,170,220,300,580,820,2000,2400,3800,3800,3800
